Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2689,2413,3.173759698867798
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2691,2404,2.7281596660614014
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3120,2669,2.909978151321411
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3071,2730,2.9501914978027344
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2795,2795,3.1296651363372803
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3068,2640,3.3314058780670166
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3114,2932,3.294135093688965
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2967,2920,2.9267160892486572
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3144,2761,3.0563886165618896
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2463,2463,3.121889114379883
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3175,2736,3.320300579071045
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2940,2691,3.3450379371643066
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3166,3154,5.255892992019653
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3411,3122,5.448869228363037
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3220,3220,6.186821222305298
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3337,3203,5.690094232559204
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3360,3152,7.005826234817505
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3326,3311,8.144349098205566
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3050,3050,6.40868616104126
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3452,3117,6.749146223068237
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3207,3134,7.337354421615601
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3044,3044,7.005998849868774
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4468,4085,11.538610219955444
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4474,4152,10.210471868515015
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3830,3830,10.3663170337677
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4362,3833,8.30209994316101
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4978,4031,13.805574655532837
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4525,4134,15.370075702667236
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4595,4299,13.549220561981201
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4380,4257,9.68543267250061
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4220,4095,8.368251323699951
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4471,3937,7.980135917663574
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4577,4577,13.479979753494263
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4642,4614,13.130353927612305
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4210,4210,13.905630588531494
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4377,4377,17.999205589294434
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4536,4528,17.809245347976685
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4944,4745,16.782658576965332
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4906,4666,14.853027582168579
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4539,4539,14.476881504058838
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4651,4616,15.61742877960205
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4879,4654,16.869977474212646
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7968,7968,53.521881341934204
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7575,7575,52.581403493881226
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8170,8170,59.15218210220337
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8034,7694,57.30127286911011
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8433,7923,49.28563737869263
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7820,7650,54.85283279418945
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8304,8027,51.1071240901947
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7910,7795,57.55880689620972
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7843,7719,80.38761711120605
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7869,7681,72.94470238685608
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1865,1762,1.9301180839538574
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1911,1729,1.6133430004119873
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1942,1673,1.714989185333252
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1946,1697,1.9664053916931152
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1725,1725,1.9541537761688232
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1739,1690,1.6302275657653809
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1993,1541,1.7945868968963623
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1904,1767,1.8019912242889404
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2057,1860,1.7837071418762207
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1808,1726,1.8647539615631104
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2225,2007,2.8700404167175293
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2266,2063,2.950153350830078
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2183,1914,3.0721724033355713
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2278,1976,3.096475601196289
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2335,1971,3.176259756088257
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2089,1983,3.0738933086395264
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2112,2112,3.0798561573028564
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2197,2014,3.080399990081787
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2123,2040,2.919966220855713
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1910,1910,2.794872522354126
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2679,2487,4.569971084594727
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2519,2485,5.025094270706177
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2449,2435,5.182712554931641
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2773,2404,5.053332328796387
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2679,2411,5.207825183868408
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2297,2297,4.866621494293213
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2870,2482,4.791707515716553
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2621,2427,4.940673351287842
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2689,2453,4.817450523376465
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2691,2440,4.990247488021851
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3120,2697,5.6411566734313965
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3071,2681,5.366099119186401
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2795,2795,5.472814321517944
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3068,2843,5.589468002319336
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3114,2864,5.887251138687134
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2967,2763,5.5119335651397705
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3144,2828,5.621201515197754
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2463,2463,5.279731273651123
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3175,2744,5.721897840499878
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2940,2563,5.715095520019531
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3166,3166,9.582759618759155
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3411,3091,9.506710290908813
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3220,3187,9.156403541564941
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3337,3337,8.929969787597656
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3360,3122,9.559029817581177
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3326,3303,9.215913534164429
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3050,3050,9.571670770645142
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3452,3102,9.709262609481812
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3207,3119,9.82278299331665
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3044,3044,10.12285304069519
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4468,4195,14.048817157745361
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4474,4198,14.481547832489014
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3830,3830,14.467801809310913
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4362,4002,13.985687017440796
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4978,4027,14.835021257400513
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4525,4124,14.14497423171997
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4595,4211,14.586438417434692
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4380,4226,14.513415336608887
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4220,4020,14.956614255905151
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4471,3990,14.623281240463257
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4577,4475,23.744863986968994
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4642,4642,26.514198303222656
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4210,4210,25.052080869674683
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4377,4369,22.714664936065674
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4536,4493,23.368184089660645
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4944,4532,25.340187311172485
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4906,4735,22.36009168624878
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4539,4539,21.264578580856323
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4651,4522,21.860023736953735
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4879,4713,21.910003900527954
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7968,7917,80.63219428062439
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7575,7534,82.51778173446655
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8170,8119,75.55853390693665
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8034,7880,75.82974696159363
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8433,8052,73.86074900627136
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7820,7820,81.07864952087402
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8304,7902,79.32417464256287
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7910,7774,80.39024233818054
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7843,7843,85.28497338294983
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7869,7763,40.86013078689575
