Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4220,3951,5.798632860183716
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4471,4039,5.88414740562439
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4577,4387,9.76598048210144
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4642,4492,10.269853353500366
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4210,4210,10.386667013168335
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4377,4377,10.601776838302612
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4536,4405,11.372920989990234
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4944,4330,12.39456844329834
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4906,4524,15.72119402885437
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4539,4419,12.782788276672363
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4651,4546,10.768123626708984
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4879,4699,9.983829975128174
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7968,7968,34.08291816711426
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7575,7575,34.67513942718506
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8170,7956,35.75075697898865
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8034,7774,35.06912326812744
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8433,7924,35.0287766456604
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7820,7789,35.731961250305176
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8304,7961,34.898826599121094
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7910,7715,34.0822331905365
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7843,7843,34.79881548881531
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7869,7621,35.49814295768738
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1865,1671,0.8697071075439453
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1911,1708,0.8839538097381592
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1942,1709,0.8796775341033936
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1946,1632,0.866497278213501
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1725,1696,0.8834292888641357
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1739,1739,0.8869285583496094
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1993,1702,0.8797993659973145
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1904,1760,0.8833191394805908
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2057,1785,0.8701460361480713
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1808,1744,0.8795857429504395
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2225,1947,1.3507020473480225
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2266,2131,1.4668803215026855
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2183,2087,1.3330068588256836
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2278,2020,1.333136796951294
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2335,2113,1.3495373725891113
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2089,2064,1.3688807487487793
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2112,2090,1.3492817878723145
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2197,1999,1.3343193531036377
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2123,2008,1.3326458930969238
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1910,1910,1.3664746284484863
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2679,2421,2.2373108863830566
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2519,2357,2.24639630317688
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2449,2375,2.350019931793213
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2773,2445,2.18349027633667
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2679,2477,2.1672823429107666
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2297,2297,2.1689608097076416
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2870,2524,2.197448253631592
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2621,2514,2.166705369949341
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2689,2432,2.2168917655944824
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2691,2477,2.3166754245758057
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3120,2742,2.48280668258667
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3071,2943,2.833366632461548
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2795,2795,3.070408344268799
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3068,2778,2.495914936065674
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3114,2818,2.5667808055877686
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2967,2967,2.7024953365325928
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3144,2749,2.513490915298462
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2463,2463,2.8840644359588623
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3175,2762,2.8827836513519287
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2940,2579,2.517232894897461
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3166,3166,4.262868642807007
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3411,3148,4.132624387741089
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3220,3220,5.0998215675354
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3337,3221,4.188027620315552
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3360,3131,4.395022869110107
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3326,3269,4.116687774658203
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3050,3050,3.8167550563812256
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3452,3154,4.086249113082886
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3207,3134,4.257450819015503
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,3044,3044,4.120138168334961
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4468,4047,5.766489744186401
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4474,4061,6.066237211227417
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,3830,3830,5.799830198287964
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4362,3858,5.700076103210449
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4978,4122,6.319707155227661
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4525,4034,5.9156107902526855
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4595,4077,5.997512102127075
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4380,4212,6.076946258544922
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4220,4045,5.9710705280303955
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,4471,3925,5.870697259902954
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4577,4387,9.983041524887085
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4642,4589,10.26877737045288
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4210,4166,10.030587196350098
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4377,4311,10.061168670654297
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4536,4536,10.00454831123352
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4944,4343,9.999665975570679
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4906,4664,10.102004051208496
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4539,4317,10.347291469573975
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4651,4571,10.920614242553711
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,4879,4823,10.178287029266357
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7968,7968,35.069170236587524
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7575,7575,35.7496018409729
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8170,8170,35.402947664260864
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8034,7607,35.906498432159424
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8433,8311,35.51544523239136
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7820,7820,35.41488814353943
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,8304,8304,35.6158013343811
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7910,7797,35.65656113624573
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7843,7843,36.256999015808105
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,7869,7869,34.702112674713135
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1865,1741,0.8486707210540771
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1911,1768,0.850963830947876
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1942,1604,0.8669109344482422
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1946,1740,0.8492546081542969
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1725,1632,0.9478161334991455
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1739,1697,0.9920485019683838
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1993,1676,0.8564705848693848
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1904,1681,0.8670992851257324
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2057,1742,0.8496031761169434
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1808,1680,0.8665697574615479
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2225,1999,1.3204295635223389
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2266,2073,1.3333072662353516
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2183,1984,1.3163714408874512
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2278,1968,1.4001011848449707
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2335,2062,1.4166474342346191
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2089,2046,1.3828275203704834
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2112,2032,1.356213092803955
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2197,2026,1.3311152458190918
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2123,1870,1.4954123497009277
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,1910,1910,1.3159816265106201
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2679,2487,2.1518826484680176
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2519,2519,2.118445873260498
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2449,2300,2.0895583629608154
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2773,2473,2.1564228534698486
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2679,2412,2.150204658508301
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2297,2297,2.1816892623901367
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2870,2504,2.2842657566070557
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2621,2516,2.132880687713623
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2689,2472,2.3868982791900635
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,2691,2222,3.0669920444488525
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3120,2676,2.662747383117676
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3071,2768,2.5175962448120117
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2795,2733,2.7350986003875732
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3068,2604,2.7142601013183594
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3114,2810,2.5184667110443115
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2967,2809,2.581261157989502
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3144,2745,2.466095209121704
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2463,2463,2.604154109954834
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3175,2747,2.7290682792663574
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,2940,2695,2.5833404064178467
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3166,3166,4.233369827270508
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3411,3071,4.100165605545044
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3220,3124,4.016165018081665
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3337,3310,4.315758943557739
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3360,3162,4.000540256500244
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3326,3179,4.085650444030762
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3050,3050,4.182946443557739
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3452,3126,4.285442590713501
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3207,3099,4.012022018432617
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,3044,3044,4.116643190383911
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4468,4065,5.833529472351074
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4474,4107,5.66800856590271
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,3830,3830,5.780454635620117
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4362,4045,5.816868305206299
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4978,4102,5.615935802459717
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4525,4008,5.6335132122039795
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4595,4098,5.850115060806274
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4380,4208,5.62198281288147
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4220,4006,5.760122060775757
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,50,0.995,500.0,0.1,100,4471,4061,5.899480104446411
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4577,4577,9.616142749786377
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4642,4642,9.821975708007812
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4210,4210,9.89875340461731
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4377,4377,11.009615182876587
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4536,4487,9.820510625839233
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4944,4553,10.016806840896606
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4906,4746,10.098138809204102
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4539,4338,10.247287273406982
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4651,4651,11.219510078430176
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,4879,4712,9.579986095428467
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7968,7935,34.86946725845337
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7575,7546,35.744245767593384
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8170,7974,36.148109912872314
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8034,7799,34.16594386100769
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8433,8433,36.63111615180969
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7820,7710,34.52492022514343
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,8304,7946,35.14006996154785
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7910,7809,35.13192439079285
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7843,7806,35.28196859359741
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,50,0.995,500.0,0.1,100,7869,7341,35.84755539894104
tai15_15.txt - Instance 1,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1865,1712,0.8834314346313477
tai15_15.txt - Instance 2,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1911,1759,0.883476972579956
tai15_15.txt - Instance 3,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1942,1701,0.899655818939209
tai15_15.txt - Instance 4,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1946,1758,0.9513208866119385
tai15_15.txt - Instance 5,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1725,1682,1.0300707817077637
tai15_15.txt - Instance 6,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1739,1667,0.8888452053070068
tai15_15.txt - Instance 7,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1993,1721,0.8944394588470459
tai15_15.txt - Instance 8,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1904,1761,0.8823745250701904
tai15_15.txt - Instance 9,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2057,1686,0.871708869934082
tai15_15.txt - Instance 10,15,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1808,1687,0.8812136650085449
tai20_15.txt - Instance 1,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2225,2107,1.3521616458892822
tai20_15.txt - Instance 2,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2266,2002,1.346329689025879
tai20_15.txt - Instance 3,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2183,2000,1.3691363334655762
tai20_15.txt - Instance 4,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2278,1923,1.3305957317352295
tai20_15.txt - Instance 5,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2335,2035,1.316596269607544
tai20_15.txt - Instance 6,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2089,2029,1.3622448444366455
tai20_15.txt - Instance 7,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2112,2112,1.337134838104248
tai20_15.txt - Instance 8,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2197,2093,1.383378028869629
tai20_15.txt - Instance 9,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2123,2050,1.4815499782562256
tai20_15.txt - Instance 10,20,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,1910,1910,1.4020519256591797
tai20_20.txt - Instance 1,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2679,2387,2.208430051803589
tai20_20.txt - Instance 2,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2519,2479,2.616818904876709
tai20_20.txt - Instance 3,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2449,2400,2.3665952682495117
tai20_20.txt - Instance 4,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2773,2432,2.1836018562316895
tai20_20.txt - Instance 5,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2679,2334,2.18180251121521
tai20_20.txt - Instance 6,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2297,2297,2.383336305618286
tai20_20.txt - Instance 7,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2870,2546,2.185851812362671
tai20_20.txt - Instance 8,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2621,2379,2.164339065551758
tai20_20.txt - Instance 9,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2689,2535,2.168348789215088
tai20_20.txt - Instance 10,20,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,2691,2504,2.183224678039551
tai30_15.txt - Instance 1,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3120,2574,2.507892608642578
tai30_15.txt - Instance 2,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3071,2788,2.470205307006836
tai30_15.txt - Instance 3,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2795,2795,2.6548240184783936
tai30_15.txt - Instance 4,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3068,2802,2.4616310596466064
tai30_15.txt - Instance 5,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3114,2857,2.448639154434204
tai30_15.txt - Instance 6,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2967,2876,2.518522262573242
tai30_15.txt - Instance 7,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3144,2763,2.498126268386841
tai30_15.txt - Instance 8,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2463,2463,2.5162715911865234
tai30_15.txt - Instance 9,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,3175,2768,2.6172306537628174
tai30_15.txt - Instance 10,30,15,1000,0.3,0.7,20,0.99,500.0,0.1,100,2940,2716,2.599877119064331
tai30_20.txt - Instance 1,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3166,3166,4.486130475997925
tai30_20.txt - Instance 2,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3411,3208,4.696850299835205
tai30_20.txt - Instance 3,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3220,3160,4.216240167617798
tai30_20.txt - Instance 4,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3337,3337,4.216535568237305
tai30_20.txt - Instance 5,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3360,3211,4.108162879943848
tai30_20.txt - Instance 6,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3326,3326,3.936333179473877
tai30_20.txt - Instance 7,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3050,3050,4.06445050239563
tai30_20.txt - Instance 8,30,20,1000,0.3,0.7,20,0.99,500.0,0.1,100,3452,3060,4.14057183265686
